,isin,year,em_60000,em_60100,em_60200,em_60300,em_60400,em_60500,em_60600,em_60700,em_60800,em_60900,em_61000,em_61100,em_61200,em_61300,em_61400,em_61500,em_61600,em_61700,em_61800
34,US86646P1030,2014,351645.0265207175,174022107.0,174534372.0,23949171.0,133539164.0,267145328.0,81575401.0,103707639.0,65081325.0,49857417.0,239296811.0,221153314.0,224375971.0,86349490.0,138855312.0,96043927.0,200492641.0,12911460.0,74787153.0
35,US86646P1030,2015,397288.4000299788,55525983.0,157542393.0,174462201.0,242602732.0,70628090.0,216190328.0,222401200.0,120913554.0,132914440.0,244313710.0,249732214.0,53328795.0,104809933.0,142432591.0,124421332.0,118081140.0,24192643.0,87651326.0
36,US86646P1030,2016,416066.71660602244,272990080.0,98765470.0,276207614.0,5894554.0,195701822.0,73480111.0,123700554.0,175867100.0,26328671.0,149620227.0,176826323.0,124079070.0,177687371.0,127814898.0,210534971.0,1640732.0,283871437.0,13227149.0
37,US86646P1030,2017,376153.6373457907,73003440.0,215077724.0,108737728.0,210047409.0,158759325.0,160566616.0,253477826.0,237138550.0,58068439.0,85451352.0,238006834.0,90907213.0,250706148.0,131581776.0,133869474.0,13440691.0,43987304.0,172549278.0
38,US86646P1030,2018,390128.34998975997,115852160.0,264134539.0,222179675.0,25751292.0,46957912.0,179245013.0,193301085.0,36670073.0,219878857.0,141969676.0,232221957.0,12292948.0,184861357.0,210995174.0,198114559.0,157552664.0,48038157.0,23595021.0
39,US86646P1030,2019,357504.39839289646,49719008.0,,70345692.0,217086243.0,25363317.0,97344648.0,164482494.0,244637179.0,30163835.0,37283708.0,165943767.0,118507009.0,272174106.0,134782193.0,116476441.0,230249503.0,190545074.0,26702918.0
40,US86646P1030,2020,322680.1263113885,188261783.0,202670633.0,100758084.0,114504683.0,38777412.0,53539384.0,82305562.0,27802905.0,251476833.0,269980398.0,198967948.0,86116826.0,89346254.0,62935570.0,106523547.0,259250070.0,163355473.0,148422998.0
41,US86646P1030,2021,362920.9026220198,225265341.0,224467500.0,228787809.0,251004169.0,171229918.0,237750929.0,142125143.0,142880666.0,175540896.0,166798507.0,175276715.0,61567668.0,257473106.0,145185693.0,246201168.0,140638463.0,128722940.0,190638223.0
42,US86646P1030,2022,373557.10102373356,146653259.0,124954115.0,13459077.0,223813062.0,123304426.0,30839119.0,73176572.0,242010729.0,110702315.0,219580992.0,147460876.0,33109545.0,57174315.0,193545577.0,172900479.0,227206496.0,240146786.0,75830149.0
43,US86646P1030,2023,327062.32283182134,7887282.0,241838249.0,196562314.0,16917701.0,29659054.0,79134766.0,111667695.0,270991742.0,84826314.0,215214952.0,57734991.0,59069879.0,219668006.0,218864089.0,145360791.0,268516853.0,287622094.0,275078798.0
44,IE0033024807,2013,311075.77409858676,152690328.0,30222725.0,269287769.0,274510771.0,77099657.0,241983963.0,249974766.0,210315201.0,28333712.0,276295318.0,22131569.0,220410454.0,202509962.0,122602687.0,267525098.0,284561080.0,254378183.0,23608002.0
45,IE0033024807,2014,353147.72750686016,131289351.0,225124677.0,96825966.0,169092620.0,41925952.0,128913252.0,168436276.0,280844904.0,137119869.0,7216143.0,119399975.0,228197990.0,193624988.0,232634534.0,101799266.0,4094698.0,72152417.0,266554335.0
46,IE0033024807,2015,327044.7928881977,7367255.0,241895569.0,155933347.0,79134133.0,255880613.0,84035822.0,89439599.0,285782844.0,259771184.0,31961266.0,51504367.0,131135658.0,142437087.0,90318542.0,166259309.0,119597718.0,214219786.0,77393311.0
47,IE0033024807,2016,290823.6847185488,184190435.0,265954308.0,,238364978.0,144184737.0,283644877.0,25083860.0,127565576.0,283051718.0,250726811.0,2466914.0,178548469.0,232285675.0,10667694.0,186660974.0,47780820.0,262565480.0,209488919.0
48,IE0033024807,2017,315427.4504772915,176986280.0,253638313.0,36741125.0,179299500.0,45511081.0,159392301.0,40054102.0,7036644.0,174175673.0,156098422.0,184434933.0,217926839.0,27866533.0,56663712.0,214994749.0,15397216.0,86844174.0,96934237.0
49,IE0033024807,2018,318531.89538133476,35615863.0,76254759.0,204957591.0,8907935.0,247202068.0,210088979.0,52192927.0,75095898.0,81384594.0,108028038.0,31021799.0,65238074.0,110210518.0,211534911.0,32978086.0,195636034.0,40879524.0,266454984.0
50,IE0033024807,2019,345892.3027450057,223296733.0,155860770.0,23556042.0,80309011.0,228430340.0,23256480.0,37517976.0,44960507.0,42401244.0,247355540.0,83863841.0,41991479.0,148838195.0,151427246.0,22637414.0,104166502.0,121509276.0,91502376.0
51,IE0033024807,2020,383849.2478353482,35288616.0,238692066.0,73760381.0,262010430.0,252243676.0,262617765.0,241472272.0,217917257.0,45476000.0,137196360.0,10085942.0,221005393.0,155349469.0,53356841.0,214196613.0,223075360.0,135458179.0,63318625.0
52,IE0033024807,2021,350892.39568993635,194018113.0,182210896.0,52048521.0,,218887299.0,86314992.0,259583950.0,50108006.0,269012716.0,47025064.0,50422041.0,209815797.0,95211497.0,94525113.0,33142432.0,94799229.0,151126966.0,143851760.0
53,IE0033024807,2022,387097.9814905408,278939189.0,133583645.0,44605568.0,239971508.0,128494527.0,142763124.0,155132497.0,172685124.0,198325739.0,278841033.0,209775785.0,38615210.0,120529863.0,98388131.0,277717022.0,174616349.0,62864724.0,71471443.0
54,IE0033024807,2023,391201.79641734983,135764700.0,64405856.0,145081834.0,39943677.0,280691327.0,231290871.0,33065701.0,160548342.0,62493590.0,15654695.0,270713621.0,248349503.0,269065862.0,248525447.0,90635307.0,71842694.0,25964024.0,42205527.0
55,US26701L1008,2013,308820.5713571744,264877448.0,217123071.0,168199305.0,257202480.0,80461723.0,273883582.0,169626726.0,114546984.0,216504481.0,134498500.0,111063073.0,94891557.0,30793474.0,167524130.0,288390411.0,43608185.0,285415091.0,192937801.0
56,US26701L1008,2014,339165.7766354456,169961908.0,147338968.0,197863151.0,96893722.0,274686042.0,218053114.0,80785054.0,129271098.0,148582608.0,121502948.0,265118156.0,35473098.0,60708473.0,11243937.0,248656983.0,166688800.0,259152845.0,124822190.0
57,US26701L1008,2015,311458.25055112067,195067852.0,140090650.0,143014416.0,109329323.0,35356994.0,65471968.0,30944989.0,139240931.0,120387298.0,117513413.0,156575806.0,222795676.0,80921136.0,184843503.0,71517218.0,233218921.0,136111637.0,172320748.0
58,US26701L1008,2016,344836.8237614858,57078939.0,154902215.0,259921745.0,277440227.0,140978660.0,122167088.0,65529245.0,163203128.0,128824715.0,92718679.0,268552845.0,120185979.0,49363391.0,5667520.0,191016019.0,195608934.0,44302116.0,201414687.0
59,US26701L1008,2017,373774.6783583357,169410546.0,205157340.0,9505743.0,73752697.0,267514766.0,183506758.0,41030904.0,248065738.0,56073039.0,,204186035.0,251041919.0,158406308.0,40546529.0,41404347.0,67935808.0,138365676.0,33885421.0
60,US26701L1008,2018,342103.8214633705,153600703.0,6165420.0,225140364.0,284077699.0,74369969.0,13216736.0,200032019.0,160341836.0,160810163.0,99186916.0,175062625.0,125433470.0,142975856.0,21497165.0,93771641.0,93976657.0,275546230.0,229933016.0
61,US26701L1008,2019,376716.83177344315,279293349.0,104793069.0,104709801.0,131090447.0,36746750.0,130394749.0,186637061.0,99239995.0,268338301.0,91596425.0,95257256.0,150324998.0,215880609.0,220744082.0,17383865.0,233477556.0,173966065.0,175068740.0
62,US26701L1008,2020,326832.05266829464,276987786.0,125240626.0,53628953.0,28338791.0,109815685.0,241670342.0,63134235.0,44316595.0,137454308.0,55069315.0,210851344.0,24405624.0,281426638.0,267319008.0,287467147.0,267924236.0,30767594.0,50614902.0
63,US26701L1008,2021,301392.2377507484,189781759.0,198748875.0,185595512.0,128674141.0,185919755.0,119497969.0,11702601.0,147835407.0,251997589.0,277496566.0,159010111.0,117241717.0,287877468.0,260450416.0,127793689.0,107856385.0,55534239.0,74445213.0
64,US26701L1008,2022,322201.1895471703,138826147.0,26943144.0,287276823.0,2036663.0,160335253.0,19977493.0,92674643.0,151543861.0,28260957.0,187353239.0,30381223.0,64987046.0,150768951.0,271885473.0,186784519.0,184003698.0,70750820.0,286438930.0
65,US26701L1008,2023,295431.41719112085,166368847.0,72769710.0,270096310.0,29612199.0,50801571.0,171377659.0,206881737.0,196994256.0,28990974.0,237806221.0,207211206.0,37248985.0,2642073.0,253861449.0,101591284.0,151089555.0,32300466.0,1492201.0
66,US36116M1062,2013,323480.48386958736,206736755.0,255597001.0,78563663.0,209044825.0,25403624.0,28034211.0,222011109.0,169294856.0,260066445.0,4215387.0,117851741.0,139488556.0,182304301.0,128037665.0,239338399.0,257941184.0,265306532.0,75940716.0
67,US36116M1062,2014,297239.65295258584,40436980.0,240411366.0,33924233.0,42708000.0,134296841.0,186837595.0,2909876.0,244434169.0,107115869.0,17297411.0,22891602.0,1779235.0,255288057.0,68400645.0,128605658.0,187062571.0,36226690.0,186160846.0
68,US36116M1062,2015,296157.89048617624,228962354.0,146920219.0,136159997.0,158501645.0,229646172.0,46668161.0,23091857.0,204016156.0,190889926.0,277038609.0,114668121.0,45512679.0,223385329.0,253075969.0,106268654.0,13997403.0,179749157.0,76792276.0
69,US36116M1062,2016,330645.82640060666,281056887.0,263573481.0,279681413.0,121166827.0,242718592.0,84101149.0,286620014.0,164147779.0,29863620.0,131464519.0,31346832.0,272545899.0,212752816.0,119728498.0,35360336.0,186009049.0,272526127.0,12196183.0
70,US36116M1062,2017,295015.44151166256,197997421.0,52147929.0,130000613.0,82379552.0,158241434.0,183214304.0,80981817.0,203329885.0,282098815.0,47609697.0,210082016.0,199886778.0,180578905.0,203677549.0,212745822.0,200784024.0,87251804.0,193470646.0
71,US36116M1062,2018,331766.23034026765,,229084800.0,224505362.0,93001336.0,87478314.0,159509858.0,57478269.0,66576649.0,271741270.0,109323749.0,230041488.0,118876660.0,109068895.0,178825311.0,130648427.0,149749604.0,146837548.0,145898553.0
72,US36116M1062,2019,326126.1287050794,213669563.0,232957256.0,146301355.0,101670367.0,151601719.0,,20034135.0,194519228.0,122206375.0,112815237.0,61782733.0,157181380.0,1312360.0,143529930.0,47140984.0,260956378.0,275676894.0,45841856.0
73,US36116M1062,2020,356526.3775112423,137342295.0,167217873.0,125589292.0,21949481.0,244986458.0,212783930.0,227716624.0,117845685.0,176325630.0,21469001.0,264289262.0,280031516.0,13747910.0,49691284.0,234289598.0,93130044.0,150803357.0,193542740.0
74,US36116M1062,2021,330538.2816281518,,265657892.0,112224141.0,282686133.0,20120286.0,28217915.0,148976849.0,58021250.0,251048957.0,274836960.0,23101091.0,234710367.0,30936348.0,258783573.0,213763832.0,138714714.0,176025279.0,80381845.0
75,US36116M1062,2022,326502.1396531221,187050574.0,189047950.0,190244225.0,83582044.0,273923092.0,271718348.0,58738971.0,255469631.0,234994846.0,77438925.0,224517706.0,288525830.0,2037927.0,259316114.0,74538915.0,105086026.0,54579358.0,65359843.0
76,US36116M1062,2023,354696.3771789059,80822467.0,60868037.0,73688004.0,107749156.0,212565098.0,159062669.0,170544745.0,218209310.0,86442748.0,177400371.0,266062099.0,87361642.0,159955869.0,237994712.0,208319594.0,233345497.0,231907721.0,198724757.0
77,US3846371041,2013,293622.9810368168,262617586.0,45331229.0,109841070.0,8962816.0,216894310.0,144918312.0,92046701.0,172299604.0,241656775.0,36255443.0,12453407.0,135906563.0,138087231.0,204865115.0,146956021.0,89347707.0,259525422.0,90587066.0
78,US3846371041,2014,332041.5452800782,209800824.0,99523068.0,137832855.0,225628428.0,284354638.0,104580927.0,37710094.0,59843168.0,72377397.0,58653421.0,91083862.0,284688331.0,234236402.0,187840496.0,80626537.0,184158855.0,,68450562.0
79,US3846371041,2015,334851.8070075604,53089927.0,113960333.0,128701284.0,139507342.0,229596399.0,181155686.0,69834121.0,157092619.0,164581924.0,43086102.0,271353590.0,215420133.0,97822588.0,120788399.0,53940689.0,236225462.0,6236366.0,284781005.0
80,US3846371041,2016,318878.164450924,162624908.0,28774490.0,158955444.0,8441919.0,201559929.0,284917970.0,187602876.0,80028061.0,75220282.0,52755863.0,113032412.0,250292886.0,185391128.0,105786600.0,148933183.0,146776910.0,256554079.0,13303582.0
81,US3846371041,2017,349707.57370574505,195027536.0,117217135.0,173627671.0,226773883.0,279520710.0,114469646.0,119245167.0,85943197.0,114365117.0,110202876.0,126704425.0,115467788.0,54934385.0,94625656.0,16610622.0,192794449.0,238772491.0,46322232.0
82,US3846371041,2018,399993.5726288231,157095735.0,139647703.0,188785189.0,269299594.0,13965783.0,151493094.0,9503065.0,214405462.0,2138158.0,229482210.0,56960466.0,119008764.0,212284514.0,89856044.0,42757947.0,15690429.0,206601290.0,254014176.0
83,US3846371041,2019,368058.08110799734,107234309.0,94967672.0,117312628.0,602104.0,15957586.0,246379880.0,83811031.0,174710888.0,239242129.0,172922990.0,70749072.0,193657344.0,234617279.0,86252263.0,27855375.0,240517713.0,211096231.0,280639168.0
84,US3846371041,2020,343730.0272287992,37288644.0,119561030.0,173752763.0,94873187.0,28586566.0,221974031.0,186133125.0,87327441.0,218919697.0,158695743.0,19917727.0,241858548.0,155173321.0,138772638.0,250962945.0,62064632.0,84647621.0,151941494.0
85,US3846371041,2021,387585.93826402444,239992350.0,198194615.0,116451485.0,193533142.0,233194077.0,216461985.0,35631787.0,23114320.0,222210534.0,141858330.0,274303768.0,124099669.0,203192032.0,10979753.0,146478255.0,87669906.0,121386909.0,221837806.0
86,US3846371041,2022,383513.7723659093,182287856.0,101740918.0,135599994.0,53698027.0,226274634.0,241949207.0,112729665.0,100422371.0,98111815.0,155314462.0,118247084.0,94253713.0,56379747.0,128711983.0,114546947.0,71175282.0,229125246.0,252695177.0
87,US3846371041,2023,353813.7058968514,194002090.0,159006725.0,76760825.0,131852157.0,35043738.0,216596975.0,232360208.0,251660293.0,201477103.0,244672012.0,15893650.0,10101376.0,203779953.0,185501809.0,182274761.0,9189233.0,177552907.0,121719554.0
88,KYG126521064,2013,327837.7121646291,204145153.0,179444311.0,286826406.0,258588448.0,173210253.0,284701208.0,198369281.0,69261187.0,94737218.0,6596428.0,88743985.0,31531694.0,82042067.0,210037110.0,252091842.0,121978725.0,92418937.0,185729825.0
89,KYG126521064,2014,375737.51144110603,119022482.0,27360417.0,258422987.0,5046999.0,128243512.0,98237460.0,83995155.0,224758745.0,20882989.0,140875760.0,147409444.0,133622844.0,95323564.0,150149770.0,122181095.0,251614913.0,165373261.0,274369425.0
90,KYG126521064,2015,348993.6089467914,267164971.0,215365640.0,270324823.0,207581725.0,213761502.0,88292469.0,169164778.0,14589716.0,86663034.0,4697679.0,207813336.0,237324273.0,237615503.0,287078739.0,210097315.0,278922853.0,36708966.0,112963839.0
91,KYG126521064,2016,400753.9899739011,69884853.0,143332202.0,281470913.0,86911543.0,44635227.0,52948028.0,182775916.0,270293102.0,48352287.0,55747783.0,75321586.0,274338201.0,82474371.0,285327547.0,265881505.0,178025620.0,177301023.0,29616758.0
92,KYG126521064,2017,370766.8187102325,115840610.0,57678312.0,152999948.0,212213668.0,160779175.0,159891589.0,138911145.0,253526207.0,253426400.0,104730988.0,116235560.0,161465287.0,36191900.0,262749297.0,156734013.0,36580919.0,84894221.0,93293598.0
93,KYG126521064,2018,391434.7277783062,64619927.0,273357001.0,244159371.0,126363655.0,231820015.0,181771585.0,40588872.0,171438041.0,137952950.0,267992165.0,238106547.0,102016155.0,90238496.0,223079032.0,264283304.0,263196494.0,75390714.0,183950187.0
94,KYG126521064,2019,378933.96701015887,4568985.0,44328695.0,152952879.0,252164169.0,273006136.0,156449921.0,199854899.0,33172466.0,37586329.0,167581155.0,84735009.0,190634818.0,105877475.0,131200103.0,40471286.0,207273574.0,222178225.0,163505288.0
95,KYG126521064,2020,334479.919888501,210409363.0,249933797.0,136322008.0,259221968.0,82321281.0,278105572.0,71445410.0,253311302.0,275001136.0,104072396.0,160763304.0,171678381.0,267103966.0,232815446.0,85493806.0,71287226.0,271483052.0,188044065.0
96,KYG126521064,2021,334748.20840921,221999103.0,207515391.0,91019848.0,203260046.0,20191553.0,271217880.0,214949554.0,238209945.0,230102089.0,148360982.0,70268467.0,35846129.0,222498632.0,180980341.0,229786514.0,118358363.0,25705249.0,171455173.0
97,KYG126521064,2022,339985.0185712549,132407137.0,81509989.0,100257203.0,181542570.0,103301383.0,205211192.0,194471029.0,138586997.0,27898840.0,153209100.0,48642572.0,170417202.0,276794245.0,29970543.0,147384926.0,20602317.0,53348630.0,213076766.0
98,KYG126521064,2023,370469.96327031753,143902526.0,139279262.0,104176297.0,83476852.0,38671716.0,169088004.0,89802276.0,159355097.0,112383159.0,19829870.0,251638467.0,2913760.0,57933805.0,141189954.0,276545938.0,155218393.0,35327932.0,79576604.0
99,JP3125800007,2013,323003.46534079936,129021902.0,146303015.0,146283728.0,131931580.0,288399317.0,35524660.0,219146720.0,271206665.0,104961951.0,50622684.0,288453460.0,136831933.0,175630439.0,204817164.0,64057310.0,92818886.0,20489854.0,225284632.0
100,JP3125800007,2014,333657.80402669084,278410366.0,190231336.0,137902235.0,61399347.0,103679234.0,185103253.0,21685419.0,10310972.0,164223960.0,221337730.0,272747804.0,175357941.0,179142893.0,264257332.0,167395859.0,194354007.0,175681590.0,230890264.0
101,JP3125800007,2015,294838.25817206025,114033658.0,67809317.0,240269049.0,125688685.0,225408290.0,181286019.0,249536209.0,249403036.0,145308136.0,41886217.0,31021191.0,239565494.0,254752829.0,,136860853.0,262270393.0,35279403.0,28436947.0
102,JP3125800007,2016,298005.3588620314,60851073.0,229370125.0,275784490.0,103975317.0,276120748.0,256470752.0,162213137.0,286873421.0,73162626.0,114272415.0,98168424.0,140162531.0,252606576.0,13618306.0,216077842.0,157603067.0,97435574.0,147579042.0
103,JP3125800007,2017,305574.4680968228,51038582.0,80100318.0,114273454.0,68759267.0,248200370.0,59262911.0,196708668.0,30277726.0,259359692.0,225882791.0,263925295.0,135542947.0,273610495.0,172527006.0,284258091.0,59479340.0,111316488.0,33100382.0
104,JP3125800007,2018,334817.24315838685,100825548.0,7788802.0,222624104.0,53412758.0,217113119.0,44669288.0,137131652.0,107459130.0,154500570.0,270206856.0,68372744.0,27796997.0,251184227.0,99500818.0,79577428.0,221373260.0,59344125.0,112138720.0
105,JP3125800007,2019,291351.6065330945,96596469.0,8200626.0,86252359.0,118543946.0,279775801.0,164629405.0,220237168.0,59090092.0,196156767.0,157028489.0,135368667.0,2635353.0,25670289.0,224359729.0,232023274.0,224304255.0,256723837.0,82584989.0
106,JP3125800007,2020,334559.1382545539,274442507.0,193916135.0,200768041.0,181807386.0,115542011.0,61571851.0,161991847.0,2997644.0,76602225.0,198841056.0,29501115.0,206024565.0,186289866.0,177867526.0,161353315.0,103236729.0,152638919.0,66027430.0
107,JP3125800007,2021,351844.5446827947,63878574.0,211628742.0,154933297.0,193235447.0,175685072.0,95894844.0,34441629.0,108628108.0,144270197.0,28915417.0,148159665.0,62555721.0,171828266.0,6468929.0,236638282.0,128854929.0,134859502.0,129152078.0
